SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
NC_031877.1,Blakea schlimii,263218,genomic DNA,155862,Blakea schlimii,566758-1,Melastomataceae,Blakea,schlimii,,Blakea schlimii,SPECIES,Accepted,,,
NC_031878.1,Eriocnema fulva,266536,genomic DNA,155994,Eriocnema fulva,568645-1,Melastomataceae,Eriocnema,fulva,,Eriocnema fulva,SPECIES,Accepted,,,
NC_031879.1,Graffenrieda moritziana,263258,genomic DNA,155733,Graffenrieda moritziana,568770-1,Melastomataceae,Graffenrieda,moritziana,,Graffenrieda moritziana,SPECIES,Accepted,,,
NC_031880.1,Henriettea barkeri,1630365,genomic DNA,156527,Henriettea barkeri,120323-2,Melastomataceae,Henriettea,barkeri,,Henriettea barkeri,SPECIES,Accepted,,,
NC_031881.1,Merianthera pulchra,1277824,genomic DNA,156168,Merianthera pulchra,157644-2,Melastomataceae,Merianthera,pulchra,,Merianthera pulchra,SPECIES,Accepted,,,
NC_031882.1,Miconia dodecandra,263294,genomic DNA,157216,Miconia dodecandra,572411-1,Melastomataceae,Miconia,dodecandra,,Miconia dodecandra,SPECIES,Accepted,,,
NC_031883.1,Nepsera aquatica,113474,genomic DNA,155110,Nepsera aquatica,573916-1,Melastomataceae,Nepsera,aquatica,,Nepsera aquatica,SPECIES,Accepted,,,
NC_031884.1,Opisthocentra clidemioides,1673703,genomic DNA,156352,Opisthocentra clidemioides,573982-1,Melastomataceae,Opisthocentra,clidemioides,,Opisthocentra clidemioides,SPECIES,Accepted,,,
NC_031885.1,Pterogastra divaricata,263335,genomic DNA,154948,Pterogastra divaricata,1100422-2,Melastomataceae,Pterogastra,divaricata,,Pterogastra divaricata,SPECIES,Accepted,,,
NC_031886.1,Rhexia virginica,40003,genomic DNA,154635,Rhexia virginica,30028730-2,Melastomataceae,Rhexia,virginica,,Rhexia virginica,SPECIES,Accepted,,,
NC_031887.1,Rhynchanthera bracteata,1160597,genomic DNA,155108,Rhynchanthera bracteata,575444-1,Melastomataceae,Rhynchanthera,bracteata,,Rhynchanthera bracteata,SPECIES,Accepted,,,
NC_031888.1,Salpinga maranonensis,1170341,genomic DNA,153311,Salpinga maranonensis,226337-2,Melastomataceae,Salpinga,maranonensis,,Salpinga maranonensis,SPECIES,Accepted,,,
NC_031889.1,Tibouchina longifolia,113480,genomic DNA,156789,Tibouchina longifolia,567276-1,Melastomataceae,Chaetogastra,longifolia,,Chaetogastra longifolia,SPECIES,Homotypic_Synonym,,,
NC_031890.1,Triolena amazonica,1170342,genomic DNA,156652,Triolena amazonica,258498-2,Melastomataceae,Triolena,amazonica,,Triolena amazonica,SPECIES,Accepted,,,
NC_031892.1,Alniphyllum eberhardtii,1897053,genomic DNA,155384,Alniphyllum eberhardtii,826265-1,Styracaceae,Alniphyllum,eberhardtii,,Alniphyllum eberhardtii,SPECIES,Accepted,,,
NC_031894.1,Citrus depressa,697036,genomic DNA,160120,Citrus depressa,771886-1,Rutaceae,Citrus,deliciosa,,Citrus deliciosa,SPECIES,Synonym,,,
NC_031899.1,Dipteronia dyeriana,168575,genomic DNA,157071,Dipteronia dyeriana,782823-1,Sapindaceae,Dipteronia,dyeriana,,Dipteronia dyeriana,SPECIES,Accepted,,,
NC_032008.1,Citrullus lanatus,3654,genomic DNA,156906,Citrullus lanatus,291938-1,Cucurbitaceae,Citrullus,lanatus,,Citrullus lanatus,SPECIES,Accepted,,,
NC_032031.1,Oxyria sinensis,137683,genomic DNA,160404,Oxyria sinensis,694864-1,Polygonaceae,Oxyria,sinensis,,Oxyria sinensis,SPECIES,Accepted,,,
NC_032033.1,Chloris truncata,66012,genomic DNA,135584,Chloris truncata,396056-1,Poaceae,Chloris,truncata,,Chloris truncata,SPECIES,Accepted,,,
NC_032034.1,Chloris virgata,314391,genomic DNA,134561,Chloris virgata,396063-1,Poaceae,Chloris,virgata,,Chloris virgata,SPECIES,Accepted,,,
NC_032038.1,Rosa roxburghii,74654,genomic DNA,156749,Rosa roxburghii,734056-1,Rosaceae,Rosa,roxburghii,,Rosa roxburghii,SPECIES,Accepted,,,
NC_032040.1,Sinadoxa corydalifolia,122250,genomic DNA,157074,Sinadoxa corydalifolia,77184248-1,Viburnaceae,Adoxa,corydalifolia,,Adoxa corydalifolia,SPECIES,Homotypic_Synonym,,,
NC_032053.1,Agave americana,39510,genomic DNA,157274,Agave americana,319063-2,Asparagaceae,Agave,americana,,Agave americana,SPECIES,Accepted,,,
NC_032054.1,Mentha longifolia,38859,genomic DNA,152041,Mentha longifolia,450735-1,Lamiaceae,Mentha,longifolia,,Mentha longifolia,SPECIES,Accepted,,,
NC_032056.1,Taraxacum brevicorniculatum,1262544,genomic DNA,151282,Taraxacum brevicorniculatum,253687-1,Asteraceae,Taraxacum,kok-saghyz,,Taraxacum kok-saghyz,SPECIES,Synonym,,,
NC_032057.1,Taraxacum kok-saghyz,333970,genomic DNA,151338,Taraxacum kok-saghyz,253687-1,Asteraceae,Taraxacum,kok-saghyz,,Taraxacum kok-saghyz,SPECIES,Accepted,,,
NC_032060.1,Idesia polycarpa,77057,genomic DNA,157017,Idesia polycarpa,111768-1,Salicaceae,Idesia,polycarpa,,Idesia polycarpa,SPECIES,Accepted,,,
NC_032066.1,Medicago falcata,3878,genomic DNA,124430,Medicago falcata,506175-1,Fabaceae,Medicago,falcata,,Medicago falcata,SPECIES,Accepted,,,
NC_032078.1,Alloteropsis paniculata,486855,genomic DNA,139586,Alloteropsis paniculata,386999-1,Poaceae,Alloteropsis,paniculata,,Alloteropsis paniculata,SPECIES,Accepted,,,
NC_032083.1,Cattleya liliputana,142400,genomic DNA,147092,Cattleya liliputana,60448103-2,Orchidaceae,Cattleya,liliputana,,Cattleya liliputana,SPECIES,Accepted,,,
NC_032296.1,Viburnum utile,237963,genomic DNA,157620,Viburnum utile,149992-1,Viburnaceae,Viburnum,utile,,Viburnum utile,SPECIES,Accepted,,,
NC_032351.1,Corylus chinensis,80753,genomic DNA,159915,Corylus chinensis,295451-1,Betulaceae,Corylus,chinensis,,Corylus chinensis,SPECIES,Accepted,,,
NC_032364.1,Arracacia xanthorrhiza,264540,genomic DNA,143989,Arracacia xanthorrhiza,838272-1,Apiaceae,Arracacia,xanthorrhiza,,Arracacia xanthorrhiza,SPECIES,Accepted,,,
NC_032366.1,Picea crassifolia,308688,genomic DNA,124126,Picea crassifolia,676948-1,Pinaceae,Picea,crassifolia,,Picea crassifolia,SPECIES,Accepted,,,
NC_032367.1,Picea asperata,162306,genomic DNA,124145,Picea asperata,676939-1,Pinaceae,Picea,asperata,,Picea asperata,SPECIES,Accepted,,,
NC_032368.1,Populus adenopoda,1536645,genomic DNA,158591,Populus adenopoda,776569-1,Salicaceae,Populus,adenopoda,,Populus adenopoda,SPECIES,Accepted,,,
NC_032378.1,Panicum sumatrense,305658,genomic DNA,139384,Panicum sumatrense,413287-1,Poaceae,Panicum,sumatrense,,Panicum sumatrense,SPECIES,Accepted,,,
NC_032379.1,Echinochloa esculenta,121770,genomic DNA,139851,Echinochloa esculenta,963973-1,Poaceae,Echinochloa,esculenta,,Echinochloa esculenta,SPECIES,Accepted,,,
NC_032401.1,Paeonia veitchii,40722,genomic DNA,152682,Paeonia veitchii,20001330-1,Paeoniaceae,Paeonia,anomala,veitchii,Paeonia anomala subsp. veitchii,SUBSPECIES,Homotypic_Synonym,,,
NC_032684.1,Bergera koenigii,159030,genomic DNA,159402,Bergera koenigii,774433-1,Rutaceae,Murraya,koenigii,,Murraya koenigii,SPECIES,Homotypic_Synonym,,,
NC_032685.1,Clausena excavata,76959,genomic DNA,161172,Clausena excavata,772128-1,Rutaceae,Clausena,excavata,,Clausena excavata,SPECIES,Accepted,,,
NC_032686.1,Glycosmis mauritiana,159045,genomic DNA,160131,Glycosmis mauritiana,773774-1,Rutaceae,Glycosmis,mauritiana,,Glycosmis mauritiana,SPECIES,Accepted,,,
NC_032687.1,Glycosmis pentaphylla,76967,genomic DNA,159844,Glycosmis pentaphylla,773786-1,Rutaceae,Glycosmis,pentaphylla,,Glycosmis pentaphylla,SPECIES,Accepted,,,
NC_032688.1,Merrillia caloxylon,159055,genomic DNA,159969,Merrillia caloxylon,774418-1,Rutaceae,Murraya,caloxylon,,Murraya caloxylon,SPECIES,Homotypic_Synonym,,,
NC_032689.1,Micromelum minutum,68550,genomic DNA,160416,Micromelum minutum,774392-1,Rutaceae,Micromelum,minutum,,Micromelum minutum,SPECIES,Accepted,,,
NC_032691.1,Caragana microphylla,220690,genomic DNA,130029,Caragana microphylla,483860-1,Fabaceae,Caragana,microphylla,,Caragana microphylla,SPECIES,Accepted,,,
NC_032696.1,Agave attenuata,39511,genomic DNA,157451,Agave attenuata,61824-1,Asparagaceae,Agave,attenuata,,Agave attenuata,SPECIES,Accepted,,,
NC_032697.1,Albuca kirkii,939149,genomic DNA,156401,Albuca kirkii,527392-1,Asparagaceae,Albuca,kirkii,,Albuca kirkii,SPECIES,Accepted,,,
NC_032698.1,Anemarrhena asphodeloides,59045,genomic DNA,156867,Anemarrhena asphodeloides,530140-1,Asparagaceae,Anemarrhena,asphodeloides,,Anemarrhena asphodeloides,SPECIES,Accepted,,,
NC_032699.1,Beschorneria septentrionalis,1821576,genomic DNA,157043,Beschorneria septentrionalis,936091-1,Asparagaceae,Beschorneria,septentrionalis,,Beschorneria septentrionalis,SPECIES,Accepted,,,
NC_032700.1,Camassia scilloides,39524,genomic DNA,155453,Camassia scilloides,43771-2,Asparagaceae,Camassia,scilloides,,Camassia scilloides,SPECIES,Accepted,,,
NC_032701.1,Chlorogalum pomeridianum,50240,genomic DNA,157288,Chlorogalum pomeridianum,532726-1,Asparagaceae,Chlorogalum,pomeridianum,,Chlorogalum pomeridianum,SPECIES,Accepted,,,
NC_032702.1,Hesperaloe campanulata,1603450,genomic DNA,157446,Hesperaloe campanulata,315534-2,Asparagaceae,Hesperaloe,campanulata,,Hesperaloe campanulata,SPECIES,Accepted,,,
NC_032703.1,Hesperaloe parviflora,39542,genomic DNA,157393,Hesperaloe parviflora,1213420-2,Asparagaceae,Hesperaloe,parviflora,,Hesperaloe parviflora,SPECIES,Accepted,,,
NC_032704.1,Hesperocallis undulata,232733,genomic DNA,157143,Hesperocallis undulata,536456-1,Asparagaceae,Hesperocallis,undulata,,Hesperocallis undulata,SPECIES,Accepted,,,
NC_032705.1,Hesperoyucca whipplei,39553,genomic DNA,157832,Hesperoyucca whipplei,536466-1,Asparagaceae,Hesperoyucca,whipplei,,Hesperoyucca whipplei,SPECIES,Accepted,,,
NC_032706.1,Hosta ventricosa,39527,genomic DNA,156577,Hosta ventricosa,536648-1,Asparagaceae,Hosta,ventricosa,,Hosta ventricosa,SPECIES,Accepted,,,
NC_032707.1,Agave virginica,39545,genomic DNA,157308,Agave virginica,62347-1,Asparagaceae,Agave,virginica,,Agave virginica,SPECIES,Accepted,,,
NC_032708.1,Nolina atopocarpa,939154,genomic DNA,156792,Nolina atopocarpa,170252-2,Asparagaceae,Nolina,atopocarpa,,Nolina atopocarpa,SPECIES,Accepted,,,
NC_032709.1,Oziroe biflora,51447,genomic DNA,155633,Oziroe biflora,1003374-1,Asparagaceae,Oziroe,biflora,,Oziroe biflora,SPECIES,Accepted,,,
NC_032710.1,Schoenolirion croceum,1247859,genomic DNA,156605,Schoenolirion croceum,540624-1,Asparagaceae,Schoenolirion,croceum,,Schoenolirion croceum,SPECIES,Accepted,,,
NC_032711.1,Yucca brevifolia,101622,genomic DNA,158008,Yucca brevifolia,270297-2,Asparagaceae,Yucca,brevifolia,,Yucca brevifolia,SPECIES,Accepted,,,
NC_032712.1,Yucca filamentosa,55960,genomic DNA,157785,Yucca filamentosa,325008-2,Asparagaceae,Yucca,filamentosa,,Yucca filamentosa,SPECIES,Accepted,,,
NC_032713.1,Yucca queretaroensis,382144,genomic DNA,157814,Yucca queretaroensis,287147-2,Asparagaceae,Yucca,queretaroensis,,Yucca queretaroensis,SPECIES,Accepted,,,
NC_032714.1,Yucca schidigera,334597,genomic DNA,156158,Yucca schidigera,60445117-2,Asparagaceae,Yucca,schidigera,,Yucca schidigera,SPECIES,Accepted,,,
NC_032717.1,Populus davidiana,266767,genomic DNA,155853,Populus davidiana,302387-2,Salicaceae,Populus,tremula,,Populus tremula,SPECIES,Synonym,,,
NC_032718.1,Ulmus davidiana,1297873,genomic DNA,159453,Ulmus davidiana,856844-1,Ulmaceae,Ulmus,davidiana,,Ulmus davidiana,SPECIES,Accepted,,,
NC_032719.1,Ulmus laciniata,198265,genomic DNA,158953,Ulmus laciniata,837147-1,Ulmaceae,Ulmus,laciniata,,Ulmus laciniata,SPECIES,Accepted,,,
NC_032720.1,Ulmus macrocarpa,1043716,genomic DNA,159439,Ulmus macrocarpa,856885-1,Ulmaceae,Ulmus,macrocarpa,,Ulmus macrocarpa,SPECIES,Accepted,,,
NC_032721.1,Ulmus pumila,198266,genomic DNA,159082,Ulmus pumila,303333-2,Ulmaceae,Ulmus,pumila,,Ulmus pumila,SPECIES,Accepted,,,
NC_032724.1,Nicotiana otophora,4091,genomic DNA,156073,Nicotiana otophora,817013-1,Solanaceae,Nicotiana,otophora,,Nicotiana otophora,SPECIES,Accepted,,,
NC_033333.1,Gossypium harknessii,34285,genomic DNA,160129,Gossypium harknessii,112679-2,Malvaceae,Gossypium,harknessii,,Gossypium harknessii,SPECIES,Accepted,,,
NC_033337.1,Campanula punctata,82282,genomic DNA,169341,Campanula punctata,140913-1,Campanulaceae,Campanula,punctata,,Campanula punctata,SPECIES,Accepted,,,
NC_033341.1,Gymnaconitum gymnandrum,215071,genomic DNA,157327,Gymnaconitum gymnandrum,77131644-1,Ranunculaceae,Gymnaconitum,gymnandrum,,Gymnaconitum gymnandrum,SPECIES,Accepted,,,
NC_033343.1,Pleurospermum camtschaticum,49565,genomic DNA,155415,Pleurospermum camtschaticum,847309-1,Apiaceae,Pleurospermum,uralense,,Pleurospermum uralense,SPECIES,Synonym,,,
NC_033344.1,Peucedanum insolens,1680231,genomic DNA,156912,Peucedanum insolens,846152-1,Apiaceae,Peucedanum,insolens,,Peucedanum insolens,SPECIES,Accepted,,,
NC_033345.1,Pterygopleurum neurophyllum,269605,genomic DNA,154369,Pterygopleurum neurophyllum,847632-1,Apiaceae,Pterygopleurum,neurophyllum,,Pterygopleurum neurophyllum,SPECIES,Accepted,,,
NC_033346.1,Bupleurum latissimum,266284,genomic DNA,155621,Bupleurum latissimum,839233-1,Apiaceae,Bupleurum,latissimum,,Bupleurum latissimum,SPECIES,Accepted,,,
NC_033350.1,Averrhoa carambola,28974,genomic DNA,155965,Averrhoa carambola,371870-1,Oxalidaceae,Averrhoa,carambola,,Averrhoa carambola,SPECIES,Accepted,,,
NC_033354.1,Carissa macrocarpa,403101,genomic DNA,155297,Carissa macrocarpa,77727-1,Apocynaceae,Carissa,macrocarpa,,Carissa macrocarpa,SPECIES,Accepted,,,
NC_033355.1,Psidium guajava,120290,genomic DNA,158841,Psidium guajava,600841-1,Myrtaceae,Psidium,guajava,,Psidium guajava,SPECIES,Accepted,,,
NC_033357.1,Pelargonium endlicherianum,158596,genomic DNA,230012,Pelargonium endlicherianum,376089-1,Geraniaceae,Pelargonium,endlicherianum,,Pelargonium endlicherianum,SPECIES,Accepted,,,
NC_033358.1,Pelargonium quinquelobatum,122256,genomic DNA,221334,Pelargonium quinquelobatum,376844-1,Geraniaceae,Pelargonium,quinquelobatum,,Pelargonium quinquelobatum,SPECIES,Accepted,,,
NC_033359.1,Pelargonium spinosum,122196,genomic DNA,216733,Pelargonium spinosum,377037-1,Geraniaceae,Pelargonium,spinosum,,Pelargonium spinosum,SPECIES,Accepted,,,
NC_033363.1,Cyanea fissa,1929854,genomic DNA,165068,Cyanea fissa,141937-1,Campanulaceae,Cyanea,fissa,,Cyanea fissa,SPECIES,Accepted,,,
NC_033364.1,Delissea rhytidosperma,76576,genomic DNA,163672,Delissea rhytidosperma,142167-1,Campanulaceae,Delissea,rhytidosperma,,Delissea rhytidosperma,SPECIES,Accepted,,,
NC_033365.1,Lithotoma petraea,1929855,genomic DNA,163939,Lithotoma petraea,60466531-2,Campanulaceae,Lithotoma,petraea,,Lithotoma petraea,SPECIES,Accepted,,,
NC_033366.1,Lobelia anceps,368681,genomic DNA,164624,Lobelia anceps,142941-1,Campanulaceae,Lobelia,anceps,,Lobelia anceps,SPECIES,Accepted,,,
NC_033367.1,Lobelia boninensis,76577,genomic DNA,162436,Lobelia boninensis,143016-1,Campanulaceae,Lobelia,boninensis,,Lobelia boninensis,SPECIES,Accepted,,,
NC_033368.1,Lobelia inflata,308559,genomic DNA,168823,Lobelia inflata,143415-1,Campanulaceae,Lobelia,inflata,,Lobelia inflata,SPECIES,Accepted,,,
NC_033369.1,Lobelia jasionoides,1348680,genomic DNA,165612,Lobelia jasionoides,143431-1,Campanulaceae,Lobelia,jasionoides,,Lobelia jasionoides,SPECIES,Accepted,,,
NC_033370.1,Lobelia laxiflora,252775,genomic DNA,167217,Lobelia laxiflora,142260-2,Campanulaceae,Lobelia,laxiflora,,Lobelia laxiflora,SPECIES,Accepted,,,
NC_033371.1,Lobelia longisepala,1929856,genomic DNA,163840,Lobelia longisepala,143508-1,Campanulaceae,Lobelia,longisepala,,Lobelia longisepala,SPECIES,Accepted,,,
NC_033372.1,Lobelia morogoroensis,1929857,genomic DNA,162826,Lobelia morogoroensis,968315-1,Campanulaceae,Lobelia,morogoroensis,,Lobelia morogoroensis,SPECIES,Accepted,,,
NC_033373.1,Lobelia polyphylla,252776,genomic DNA,167088,Lobelia polyphylla,142338-2,Campanulaceae,Lobelia,polyphylla,,Lobelia polyphylla,SPECIES,Accepted,,,
NC_033374.1,Lobelia stricklandiae,368931,genomic DNA,163930,Lobelia stricklandiae,143891-1,Campanulaceae,Lobelia,stricklandiae,,Lobelia stricklandiae,SPECIES,Accepted,,,
NC_033375.1,Lobelia thuliniana,1929859,genomic DNA,163459,Lobelia thuliniana,971855-1,Campanulaceae,Lobelia,thuliniana,,Lobelia thuliniana,SPECIES,Accepted,,,
NC_033376.1,Porterella carnosula,101774,genomic DNA,134401,Porterella carnosula,144581-1,Campanulaceae,Porterella,carnosula,,Porterella carnosula,SPECIES,Accepted,,,
NC_033377.1,Wimmerella hederacea,1929860,genomic DNA,162524,Wimmerella hederacea,1009911-1,Campanulaceae,Wimmerella,hederacea,,Wimmerella hederacea,SPECIES,Accepted,,,
NC_033394.1,Gossypium klotzschianum,34286,genomic DNA,160097,Gossypium klotzschianum,112707-2,Malvaceae,Gossypium,klotzschianum,,Gossypium klotzschianum,SPECIES,Accepted,,,
NC_033395.1,Gossypium davidsonii,34287,genomic DNA,160072,Gossypium davidsonii,112708-2,Malvaceae,Gossypium,klotzschianum,davidsonii,Gossypium klotzschianum subsp. davidsonii,SUBSPECIES,Homotypic_Synonym,,,
NC_033396.1,Gossypium aridum,34290,genomic DNA,160257,Gossypium aridum,559668-1,Malvaceae,Gossypium,aridum,,Gossypium aridum,SPECIES,Accepted,,,
NC_033397.1,Gossypium trilobum,34281,genomic DNA,160109,Gossypium trilobum,112755-2,Malvaceae,Gossypium,trilobum,,Gossypium trilobum,SPECIES,Accepted,,,
NC_033398.1,Gossypium populifolium,47631,genomic DNA,159444,Gossypium populifolium,149457-3,Malvaceae,Gossypium,populifolium,,Gossypium populifolium,SPECIES,Accepted,,,
NC_033399.1,Gossypium nelsonii,47623,genomic DNA,162316,Gossypium nelsonii,559773-1,Malvaceae,Gossypium,nelsonii,,Gossypium nelsonii,SPECIES,Accepted,,,
NC_033400.1,Gossypium armourianum,34283,genomic DNA,160068,Gossypium armourianum,112680-2,Malvaceae,Gossypium,harknessii,armourianum,Gossypium harknessii subsp. armourianum,SUBSPECIES,Homotypic_Synonym,,,
NC_033401.1,Gossypium australe,47621,genomic DNA,159578,Gossypium australe,559673-1,Malvaceae,Gossypium,australe,,Gossypium australe,SPECIES,Accepted,,,
NC_033409.1,Castanopsis concinna,1754207,genomic DNA,160606,Castanopsis concinna,295383-1,Fagaceae,Castanopsis,concinna,,Castanopsis concinna,SPECIES,Accepted,,,
NC_033411.1,Aletris spicata,119992,genomic DNA,154999,Aletris spicata,429565-1,Nartheciaceae,Aletris,spicata,,Aletris spicata,SPECIES,Accepted,,,
NC_033412.1,Aletris fauriei,1112724,genomic DNA,154440,Aletris fauriei,527495-1,Nartheciaceae,Aletris,foliata,,Aletris foliata,SPECIES,Synonym,,,
NC_033498.1,Orychophragmus diffusus,1517517,genomic DNA,153777,Orychophragmus diffusus,1005748-1,Brassicaceae,Orychophragmus,diffusus,,Orychophragmus diffusus,SPECIES,Accepted,,,
NC_033499.1,Orychophragmus taibaiensis,1517519,genomic DNA,153255,Orychophragmus taibaiensis,1005746-1,Brassicaceae,Orychophragmus,taibaiensis,,Orychophragmus taibaiensis,SPECIES,Accepted,,,
NC_033500.1,Orychophragmus hupehensis,1517518,genomic DNA,153184,Orychophragmus hupehensis,1005747-1,Brassicaceae,Orychophragmus,hupehensis,,Orychophragmus hupehensis,SPECIES,Accepted,,,
NC_033501.1,Pouteria campechiana,233737,genomic DNA,157922,Pouteria campechiana,209714-2,Sapotaceae,Pouteria,campechiana,,Pouteria campechiana,SPECIES,Accepted,,,
NC_033502.1,Diospyros blancoi,1932074,genomic DNA,157745,Diospyros blancoi,322328-1,Ebenaceae,Diospyros,discolor,,Diospyros discolor,SPECIES,Synonym,,,
NC_033503.1,Carpinus putoensis,88033,genomic DNA,159673,Carpinus putoensis,107993-1,Betulaceae,Carpinus,putoensis,,Carpinus putoensis,SPECIES,Accepted,,,
NC_033511.1,Paris cronquistii,220640,genomic DNA,156896,Paris cronquistii,914394-1,Melanthiaceae,Paris,cronquistii,,Paris cronquistii,SPECIES,Accepted,,,
NC_033512.1,Paris dunniana,374961,genomic DNA,157174,Paris dunniana,539698-1,Melanthiaceae,Paris,dunniana,,Paris dunniana,SPECIES,Accepted,,,
NC_033513.1,Paris fargesii,83858,genomic DNA,157518,Paris fargesii,539699-1,Melanthiaceae,Paris,fargesii,,Paris fargesii,SPECIES,Accepted,,,
NC_033514.1,Paris luquanensis,221256,genomic DNA,157594,Paris luquanensis,900476-1,Melanthiaceae,Paris,luquanensis,,Paris luquanensis,SPECIES,Accepted,,,
NC_033515.1,Paris mairei,374964,genomic DNA,157079,Paris mairei,539712-1,Melanthiaceae,Paris,mairei,,Paris mairei,SPECIES,Accepted,,,
NC_033516.1,Paris marmorata,221257,genomic DNA,156755,Paris marmorata,539715-1,Melanthiaceae,Paris,marmorata,,Paris marmorata,SPECIES,Accepted,,,
NC_033517.1,Paris polyphylla var. chinensis,221254,genomic DNA,157847,Paris polyphylla var. chinensis,77188961-1,Melanthiaceae,Paris,polyphylla,chinensis,Paris polyphylla var. chinensis,VARIETY,Accepted,,,
NC_033518.1,Paris polyphylla var. yunnanensis,221260,genomic DNA,156737,Paris polyphylla var. yunnanensis,77189642-1,Melanthiaceae,Paris,polyphylla,yunnanensis,Paris polyphylla var. yunnanensis,VARIETY,Accepted,,,
NC_033519.1,Paris vietnamensis,374968,genomic DNA,158224,Paris vietnamensis,914396-1,Melanthiaceae,Paris,vietnamensis,,Paris vietnamensis,SPECIES,Accepted,,,
NC_033520.1,Paris quadrifolia,231488,genomic DNA,157907,Paris quadrifolia,539724-1,Melanthiaceae,Paris,quadrifolia,,Paris quadrifolia,SPECIES,Accepted,,,
NC_033524.1,Capsicum galapagoense,165701,genomic DNA,156959,Capsicum galapagoense,814781-1,Solanaceae,Capsicum,galapagoense,,Capsicum galapagoense,SPECIES,Accepted,,,
NC_033525.1,Capsicum chacoense,107817,genomic DNA,156995,Capsicum chacoense,44867-2,Solanaceae,Capsicum,chacoense,,Capsicum chacoense,SPECIES,Accepted,,,
NC_033526.1,Capsicum tovarii,165702,genomic DNA,156816,Capsicum tovarii,44965-2,Solanaceae,Capsicum,tovarii,,Capsicum tovarii,SPECIES,Accepted,,,
NC_033527.1,Capsicum eximium,165700,genomic DNA,156947,Capsicum eximium,44882-2,Solanaceae,Capsicum,eximium,,Capsicum eximium,SPECIES,Accepted,,,
NC_033534.1,Rehmannia chingii,332336,genomic DNA,154055,Rehmannia chingii,808642-1,Orobanchaceae,Rehmannia,chingii,,Rehmannia chingii,SPECIES,Accepted,,,
NC_033535.1,Rhus chinensis,289753,genomic DNA,149011,Rhus chinensis,70452-1,Anacardiaceae,Rhus,chinensis,,Rhus chinensis,SPECIES,Accepted,,,
NC_033862.1,Streptochaeta spicata,121787,genomic DNA,148617,Streptochaeta spicata,423965-1,Poaceae,Streptochaeta,spicata,,Streptochaeta spicata,SPECIES,Accepted,,,
NC_033863.1,Leptaspis banksii,1382008,genomic DNA,141810,Leptaspis banksii,407035-1,Poaceae,Leptaspis,banksii,,Leptaspis banksii,SPECIES,Accepted,,,
NC_033864.1,Leptaspis zeylanica,1260345,genomic DNA,141946,Leptaspis zeylanica,407044-1,Poaceae,Leptaspis,zeylanica,,Leptaspis zeylanica,SPECIES,Accepted,,,
NC_033874.1,Huperzia serrata,355589,genomic DNA,154176,Huperzia serrata,20004840-1,Lycopodiaceae,Huperzia,serrata,,Huperzia serrata,SPECIES,Accepted,,,
NC_033876.1,Populus rotundifolia,765816,genomic DNA,155355,Populus rotundifolia,302387-2,Salicaceae,Populus,tremula,,Populus tremula,SPECIES,Synonym,,,
NC_033878.1,Sambucus williamsii,180062,genomic DNA,158305,Sambucus williamsii,149409-1,Viburnaceae,Sambucus,williamsii,,Sambucus williamsii,SPECIES,Accepted,,,
NC_033879.1,Brachiaria fragrans,1859058,genomic DNA,139753,Brachiaria fragrans,392909-1,Poaceae,Brachiaria,fragrans,,Brachiaria fragrans,SPECIES,Unplaced,,,
NC_033880.1,Chasechloa madagascariensis,1859061,genomic DNA,137987,Chasechloa madagascariensis,395681-1,Poaceae,Chasechloa,madagascariensis,,Chasechloa madagascariensis,SPECIES,Accepted,,,
NC_033881.1,Castanea henryi,168165,genomic DNA,160807,Castanea henryi,358295-1,Fagaceae,Castanea,henryi,,Castanea henryi,SPECIES,Accepted,,,
NC_033892.1,Juglans mandshurica,91218,genomic DNA,159729,Juglans mandshurica,442388-1,Juglandaceae,Juglans,mandshurica,,Juglans mandshurica,SPECIES,Accepted,,,
NC_033893.1,Juglans cathayensis,91213,genomic DNA,159730,Juglans cathayensis,442388-1,Juglandaceae,Juglans,mandshurica,,Juglans mandshurica,SPECIES,Synonym,,,
NC_033894.1,Juglans hopeiensis,243020,genomic DNA,159714,Juglans hopeiensis,442369-1,Juglandaceae,Juglans,hopeiensis,,Juglans hopeiensis,SPECIES,Accepted,,,
NC_033895.1,Anoectochilus emeiensis,1661584,genomic DNA,152650,Anoectochilus emeiensis,899169-1,Orchidaceae,Anoectochilus,emeiensis,,Anoectochilus emeiensis,SPECIES,Accepted,,,
NC_033896.1,Cardiocrinum giganteum,83800,genomic DNA,152653,Cardiocrinum giganteum,532549-1,Liliaceae,Cardiocrinum,giganteum,,Cardiocrinum giganteum,SPECIES,Accepted,,,
NC_033897.1,Cardiocrinum cathayanum,859523,genomic DNA,152416,Cardiocrinum cathayanum,532547-1,Liliaceae,Cardiocrinum,cathayanum,,Cardiocrinum cathayanum,SPECIES,Accepted,,,
NC_033898.1,Cardiocrinum cordatum,89496,genomic DNA,152410,Cardiocrinum cordatum,532548-1,Liliaceae,Cardiocrinum,cordatum,,Cardiocrinum cordatum,SPECIES,Accepted,,,
NC_033899.1,Citrullus mucosospermus,519315,genomic DNA,156907,Citrullus mucosospermus,912234-1,Cucurbitaceae,Citrullus,mucosospermus,,Citrullus mucosospermus,SPECIES,Accepted,,,
