Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_036311.1,16S ribosomal RNA,genomic DNA,1483,Codonopsis ussuriensis,141845-1,Campanulaceae,Codonopsis,ussuriensis,,False,Codonopsis minima,1735385
MT074354.1,16S ribosomal RNA,genomic DNA,1478,Cyananthus flavus,141870-1,Campanulaceae,Cyananthus,flavus,,False,Cyananthus flavus,1334528
MT074353.1,rrn16,genomic DNA,1492,Cyclocodon parviflorus,142011-1,Campanulaceae,Cyclocodon,parviflorus,,False,Cyclocodon parviflorus,2851912
MH029157.1,rrn16,genomic DNA,1482,Echinocodon draco,77141211-1,Campanulaceae,Echinocodon,draco,,False,Echinocodon lobophyllus,1392615
MW336936.1,16S ribosomal RNA,genomic DNA,1478,Pseudocodon vinciflorus,77145977-1,Campanulaceae,Pseudocodon,vinciflorus,,False,Codonopsis convolvulacea subsp. vinciflora,1735384
NC_035760.1,16S ribosomal RNA,genomic DNA,1493,Siphocampylus krauseanus,236805-2,Campanulaceae,Siphocampylus,krauseanus,,False,Siphocampylus krauseanus,1795068
KY045477.1,rrn16,genomic DNA,1493,Siphocampylus krauseanus,236805-2,Campanulaceae,Siphocampylus,krauseanus,,False,Siphocampylus krauseanus,1795068
EU017259.1,rrn16,genomic DNA,1482,Trachelium caeruleum,145511-1,Campanulaceae,Trachelium,caeruleum,,False,Trachelium caeruleum,28494
MH118117.1,16S ribosomal RNA,genomic DNA,1491,Aphananthe aspera,850347-1,Cannabaceae,Aphananthe,aspera,,False,Aphananthe aspera,63051
NC_039726.1,16S ribosomal RNA,genomic DNA,1491,Aphananthe aspera,850347-1,Cannabaceae,Aphananthe,aspera,,False,Aphananthe aspera,63051
MH118118.1,16S ribosomal RNA,genomic DNA,1491,Cannabis sativa,306087-2,Cannabaceae,Cannabis,sativa,,False,Cannabis sativa,3483
MW013540.1,16S ribosomal RNA,genomic DNA,1491,Cannabis sativa,306087-2,Cannabaceae,Cannabis,sativa,,False,Cannabis sativa,3483
MN599037.1,rrn16,genomic DNA,1491,Celtis biondii,836949-1,Cannabaceae,Celtis,biondii,,False,Celtis biondii,1184750
MH118119.1,16S ribosomal RNA,genomic DNA,1491,Celtis biondii,836949-1,Cannabaceae,Celtis,biondii,,False,Celtis biondii,1184750
MN640571.1,rrn16,genomic DNA,1491,Celtis cerasifera,836956-1,Cannabaceae,Celtis,cerasifera,,False,Celtis cerasifera,2662398
MT893745.1,16S ribosomal RNA,genomic DNA,1491,Celtis julianae,836989-1,Cannabaceae,Celtis,julianae,,False,Celtis julianae,1817789
NC_053879.1,16S ribosomal RNA,genomic DNA,1491,Celtis julianae,836989-1,Cannabaceae,Celtis,julianae,,False,Celtis julianae,1817789
MN599039.1,16S ribosomal RNA,genomic DNA,1491,Celtis koraiensis,836992-1,Cannabaceae,Celtis,koraiensis,,False,Celtis koraiensis,198264
MN481989.1,16S ribosomal RNA,genomic DNA,1491,Celtis sp.,851171-1,Cannabaceae,Celtis,,,True,Celtis sinensis,63053
NC_048498.1,16S ribosomal RNA,genomic DNA,1491,Celtis sp.,851171-1,Cannabaceae,Celtis,,,True,Celtis sinensis,63053
MN017129.1,16S ribosomal RNA,genomic DNA,1491,Celtis tetrandra,851188-1,Cannabaceae,Celtis,tetrandra,,False,Celtis tetrandra,1037060
NC_050249.1,16S ribosomal RNA,genomic DNA,1491,Celtis tetrandra,851188-1,Cannabaceae,Celtis,tetrandra,,False,Celtis tetrandra,1037060
MH118120.1,16S ribosomal RNA,genomic DNA,1491,Chaetachme aristata,851209-1,Cannabaceae,Chaetachme,aristata,,False,Chaetachme aristata,63056
NC_039728.1,16S ribosomal RNA,genomic DNA,1491,Chaetachme aristata,851209-1,Cannabaceae,Chaetachme,aristata,,False,Chaetachme aristata,63056
MH118121.1,16S ribosomal RNA,genomic DNA,1491,Gironniera subaequalis,854119-1,Cannabaceae,Gironniera,subaequalis,,False,Gironniera subaequalis,63060
NC_039729.1,16S ribosomal RNA,genomic DNA,1491,Gironniera subaequalis,854119-1,Cannabaceae,Gironniera,subaequalis,,False,Gironniera subaequalis,63060
MH118122.1,16S ribosomal RNA,genomic DNA,1491,Humulus scandens,584308-1,Cannabaceae,Humulus,scandens,,False,Humulus scandens,228586
NC_039730.1,16S ribosomal RNA,genomic DNA,1491,Humulus scandens,584308-1,Cannabaceae,Humulus,scandens,,False,Humulus scandens,228586
MH118123.1,16S ribosomal RNA,genomic DNA,1491,Lozanella enantiophylla,144130-2,Cannabaceae,Lozanella,enantiophylla,,False,Lozanella enantiophylla,194264
NC_039731.1,16S ribosomal RNA,genomic DNA,1491,Lozanella enantiophylla,144130-2,Cannabaceae,Lozanella,enantiophylla,,False,Lozanella enantiophylla,194264
NC_039733.1,16S ribosomal RNA,genomic DNA,1491,Pteroceltis tatarinowii,856413-1,Cannabaceae,Pteroceltis,tatarinowii,,False,Pteroceltis tatarinowii,63062
MH118125.1,16S ribosomal RNA,genomic DNA,1491,Pteroceltis tatarinowii,856413-1,Cannabaceae,Pteroceltis,tatarinowii,,False,Pteroceltis tatarinowii,63062
NC_039732.1,rrn16,genomic DNA,1491,Trema eurhynchum,77185651-1,Cannabaceae,Trema,eurhynchum,,False,Parasponia rugosa,1603294
MH118124.1,16S ribosomal RNA,genomic DNA,1491,Trema eurhynchum,77185651-1,Cannabaceae,Trema,eurhynchum,,False,Parasponia rugosa,1603294
MH118126.1,rrn16,genomic DNA,1491,Trema orientale,856758-1,Cannabaceae,Trema,orientale,,False,Trema orientale,63057
NC_039734.1,16S ribosomal RNA,genomic DNA,1491,Trema orientale,856758-1,Cannabaceae,Trema,orientale,,False,Trema orientale,63057
MN603027.1,16S ribosomal RNA,genomic DNA,1491,Cadaba farinosa,146196-1,Capparaceae,Cadaba,farinosa,,False,Cadaba farinosa,1670841
MN603028.1,rrn16,genomic DNA,1491,Cadaba glandulosa,146202-1,Capparaceae,Cadaba,glandulosa,,True,Cadaba glandulosa,2830725
MT948186.1,16S ribosomal RNA,genomic DNA,1491,Capparis decidua,146394-1,Capparaceae,Capparis,decidua,,True,Capparis decidua,622458
NC_053386.1,16S ribosomal RNA,genomic DNA,1491,Capparis decidua,146394-1,Capparaceae,Capparis,decidua,,True,Capparis decidua,622458
MT041701.1,rrn16,genomic DNA,1491,Capparis spinosa,146789-1,Capparaceae,Capparis,spinosa,,False,Capparis spinosa,65558
MK639366.1,16S ribosomal RNA,genomic DNA,1491,Capparis spinosa var. herbacea,77142363-1,Capparaceae,Capparis,spinosa,herbacea,False,Capparis spinosa var. herbacea,2717819
NC_047194.1,16S ribosomal RNA,genomic DNA,1491,Capparis spinosa var. herbacea,77142363-1,Capparaceae,Capparis,spinosa,herbacea,False,Capparis spinosa var. herbacea,2717819
MN603029.1,16S ribosomal RNA,genomic DNA,1491,Maerua crassifolia,147674-1,Capparaceae,Maerua,crassifolia,,False,Maerua crassifolia,1198337
MN603030.1,16S ribosomal RNA,genomic DNA,1491,Maerua oblongifolia,147742-1,Capparaceae,Maerua,oblongifolia,,False,Maerua oblongifolia,2830726
NC_047193.1,rrn16,genomic DNA,1491,Morisonia speciosa,77184246-1,Capparaceae,Morisonia,speciosa,,False,Capparis spinosa var. spinosa,2717818
MK639365.1,16S ribosomal RNA,genomic DNA,1491,Morisonia speciosa,77184246-1,Capparaceae,Morisonia,speciosa,,False,Capparis spinosa var. spinosa,2717818
MH553932.1,16S ribosomal RNA,genomic DNA,1491,Abelia chinensis,148187-1,Caprifoliaceae,Abelia,chinensis,,False,Abelia chinensis,180068
MN524636.1,16S ribosomal RNA,genomic DNA,1491,Abelia forrestii,60476250-2,Caprifoliaceae,Abelia,forrestii,,False,Abelia forrestii,1630336
MN524638.1,rrn16,genomic DNA,1491,Abelia uniflora,148235-1,Caprifoliaceae,Abelia,uniflora,,False,Abelia uniflora,1112097
MK033553.1,rrn16,genomic DNA,1491,Diabelia sp.,77105077-1,Caprifoliaceae,Diabelia,,,False,Diabelia sp. HFW-2019b,2589402
NC_054183.1,rrn16,genomic DNA,1490,Dipelta elegans,148496-1,Caprifoliaceae,Dipelta,elegans,,False,Dipelta elegans,1345077
MK733840.1,rrn16,genomic DNA,1490,Dipelta elegans,148496-1,Caprifoliaceae,Dipelta,elegans,,False,Dipelta elegans,1345077
MG738670.1,rrn16,genomic DNA,1491,Dipelta floribunda,148497-1,Caprifoliaceae,Dipelta,floribunda,,False,Dipelta floribunda,179998
MN524642.1,16S ribosomal RNA,genomic DNA,1491,Dipelta floribunda,148497-1,Caprifoliaceae,Dipelta,floribunda,,False,Dipelta floribunda,179998
MN524644.1,16S ribosomal RNA,genomic DNA,1491,Dipelta yunnanensis,148499-1,Caprifoliaceae,Dipelta,yunnanensis,,False,Dipelta yunnanensis,180069
MK862104.1,16S ribosomal RNA,genomic DNA,1490,Dipelta yunnanensis,148499-1,Caprifoliaceae,Dipelta,yunnanensis,,False,Dipelta yunnanensis,180069
MH074864.1,rrn16,genomic DNA,1493,Dipsacus asper,60453523-2,Caprifoliaceae,Dipsacus,asper,,False,Dipsacus asper,516548
NC_039748.1,16S ribosomal RNA,genomic DNA,1493,Dipsacus asper,60453523-2,Caprifoliaceae,Dipsacus,asper,,False,Dipsacus asper,516548
MN524645.1,rrn16,genomic DNA,1493,Dipsacus japonicus,319268-1,Caprifoliaceae,Dipsacus,japonicus,,False,Dipsacus japonicus,398306
MH074865.1,rrn16,genomic DNA,1493,Dipsacus japonicus,319268-1,Caprifoliaceae,Dipsacus,japonicus,,False,Dipsacus japonicus,398306
NC_042739.1,rrn16,genomic DNA,1491,Heptacodium miconioides,148517-1,Caprifoliaceae,Heptacodium,miconioides,,False,Heptacodium miconioides,137004
MH712480.1,16S ribosomal RNA,genomic DNA,1491,Heptacodium miconioides,148517-1,Caprifoliaceae,Heptacodium,miconioides,,False,Heptacodium miconioides,137004
MN524647.1,rrn16,genomic DNA,1491,Kolkwitzia amabilis,148523-1,Caprifoliaceae,Kolkwitzia,amabilis,,False,Kolkwitzia amabilis,105268
KT966716.1,rrn16,genomic DNA,1491,Kolkwitzia amabilis,148523-1,Caprifoliaceae,Kolkwitzia,amabilis,,False,Kolkwitzia amabilis,105268
MN755836.1,16S ribosomal RNA,genomic DNA,1491,Leycesteria formosa,148526-1,Caprifoliaceae,Leycesteria,formosa,,False,Leycesteria formosa,52835
MN524648.1,rrn16,genomic DNA,1491,Linnaea borealis,140689-2,Caprifoliaceae,Linnaea,borealis,,False,Linnaea borealis,77623
MN524649.1,16S ribosomal RNA,genomic DNA,1491,Linnaea borealis,140689-2,Caprifoliaceae,Linnaea,borealis,,False,Linnaea borealis,77623
MZ241298.1,16S ribosomal RNA,genomic DNA,1491,Lonicera acuminata,148587-1,Caprifoliaceae,Lonicera,acuminata,,False,Lonicera pampaninii,2860277
MK970580.1,16S ribosomal RNA,genomic DNA,1491,Lonicera angustifolia var. myrtillus,77112378-1,Caprifoliaceae,Lonicera,angustifolia,myrtillus,False,Lonicera angustifolia var. myrtillus,486679
MN524650.1,16S ribosomal RNA,genomic DNA,1491,Lonicera calcarata,148659-1,Caprifoliaceae,Lonicera,calcarata,,False,Lonicera calcarata,486661
NC_045064.1,16S ribosomal RNA,genomic DNA,1491,Lonicera calcarata,148659-1,Caprifoliaceae,Lonicera,calcarata,,False,Lonicera calcarata,486661
MN524603.1,16S ribosomal RNA,genomic DNA,1491,Lonicera elisae,148739-1,Caprifoliaceae,Lonicera,elisae,,False,Lonicera elisae,2652152
MH028743.1,16S ribosomal RNA,genomic DNA,1491,Lonicera ferdinandi,148755-1,Caprifoliaceae,Lonicera,ferdinandi,,False,Lonicera vesicaria,486690
NC_039638.1,16S ribosomal RNA,genomic DNA,1491,Lonicera ferdinandi,148755-1,Caprifoliaceae,Lonicera,ferdinandi,,False,Lonicera vesicaria,486690
MG738669.1,16S ribosomal RNA,genomic DNA,1491,Lonicera fragrantissima var. lancifolia,77112385-1,Caprifoliaceae,Lonicera,fragrantissima,lancifolia,False,Lonicera fragrantissima var. lancifolia,2137015
MK176511.1,16S ribosomal RNA,genomic DNA,1491,Lonicera hispida,148828-1,Caprifoliaceae,Lonicera,hispida,,False,Lonicera hispida,447670
NC_040962.1,16S ribosomal RNA,genomic DNA,1491,Lonicera hispida,148828-1,Caprifoliaceae,Lonicera,hispida,,False,Lonicera hispida,447670
MW186761.1,16S ribosomal RNA,genomic DNA,1491,Lonicera hypoglauca,148833-1,Caprifoliaceae,Lonicera,hypoglauca,,False,Lonicera hypoglauca,638626
NC_054350.1,16S ribosomal RNA,genomic DNA,1491,Lonicera hypoglauca,148833-1,Caprifoliaceae,Lonicera,hypoglauca,,False,Lonicera hypoglauca,638626
MH028738.1,16S ribosomal RNA,genomic DNA,1491,Lonicera japonica,148850-1,Caprifoliaceae,Lonicera,japonica,,False,Lonicera japonica,105884
GQ997456.1,16S ribosomal RNA,genomic DNA,1491,Lonicera japonica,148850-1,Caprifoliaceae,Lonicera,japonica,,False,Lonicera japonica,105884
NC_039636.1,rrn16,genomic DNA,1491,Lonicera maackii,60463205-2,Caprifoliaceae,Lonicera,maackii,,False,Lonicera maackii,51255
MN256451.1,16S ribosomal RNA,genomic DNA,1491,Lonicera maackii,60463205-2,Caprifoliaceae,Lonicera,maackii,,False,Lonicera maackii,51255
MH579750.1,16S ribosomal RNA,genomic DNA,1491,Lonicera macrantha,148903-1,Caprifoliaceae,Lonicera,macrantha,,False,Lonicera macranthoides,638627
NC_040959.1,16S ribosomal RNA,genomic DNA,1491,Lonicera macrantha,148903-1,Caprifoliaceae,Lonicera,macrantha,,False,Lonicera macranthoides,638627
NC_050941.1,rrn16,genomic DNA,1491,Lonicera maximowiczii,907831-1,Caprifoliaceae,Lonicera,maximowiczii,,False,Lonicera maximowiczii,486677
MN986996.1,rrn16,genomic DNA,1491,Lonicera maximowiczii,907831-1,Caprifoliaceae,Lonicera,maximowiczii,,False,Lonicera maximowiczii,486677
MH028742.1,16S ribosomal RNA,genomic DNA,1491,Lonicera maximowiczii subsp. sachalinensis,923529-1,Caprifoliaceae,Lonicera,maximowiczii,sachalinensis,False,Lonicera sachalinensis,2306360
NC_039637.1,16S ribosomal RNA,genomic DNA,1491,Lonicera maximowiczii subsp. sachalinensis,923529-1,Caprifoliaceae,Lonicera,maximowiczii,sachalinensis,False,Lonicera sachalinensis,2306360
MH028739.1,16S ribosomal RNA,genomic DNA,1491,Lonicera morrowii,148944-1,Caprifoliaceae,Lonicera,morrowii,,False,Lonicera insularis,1304680
NC_039634.1,16S ribosomal RNA,genomic DNA,1491,Lonicera morrowii,148944-1,Caprifoliaceae,Lonicera,morrowii,,False,Lonicera insularis,1304680
NC_040961.1,rrn16,genomic DNA,1491,Lonicera nervosa,148956-1,Caprifoliaceae,Lonicera,nervosa,,False,Lonicera nervosa,180558
MK176510.1,rrn16,genomic DNA,1491,Lonicera nervosa,148956-1,Caprifoliaceae,Lonicera,nervosa,,False,Lonicera nervosa,180558
MH028740.1,rrn16,genomic DNA,1491,Lonicera praeflorens,149022-1,Caprifoliaceae,Lonicera,praeflorens,,False,Lonicera praeflorens,1503374
NC_039635.1,16S ribosomal RNA,genomic DNA,1491,Lonicera praeflorens,149022-1,Caprifoliaceae,Lonicera,praeflorens,,False,Lonicera praeflorens,1503374
MW296954.1,16S ribosomal RNA,genomic DNA,1491,Lonicera ruprechtiana,149065-1,Caprifoliaceae,Lonicera,ruprechtiana,,False,Lonicera ruprechtiana,447675
MZ241297.1,16S ribosomal RNA,genomic DNA,1491,Lonicera similis,149094-1,Caprifoliaceae,Lonicera,similis,,False,Lonicera similis,112523
MW970104.1,16S ribosomal RNA,genomic DNA,1491,Lonicera similis,149094-1,Caprifoliaceae,Lonicera,similis,,False,Lonicera similis,112523
NC_045045.1,rrn16,genomic DNA,1491,Lonicera sp.,148850-1,Caprifoliaceae,Lonicera,,,True,Lonicera confusa,370638
MN524602.1,16S ribosomal RNA,genomic DNA,1491,Lonicera sp.,148850-1,Caprifoliaceae,Lonicera,,,True,Lonicera confusa,370638
MG738668.1,rrn16,genomic DNA,1491,Lonicera stephanocarpa,149109-1,Caprifoliaceae,Lonicera,stephanocarpa,,False,Lonicera stephanocarpa,2137014
NC_037954.1,16S ribosomal RNA,genomic DNA,1491,Lonicera stephanocarpa,149109-1,Caprifoliaceae,Lonicera,stephanocarpa,,False,Lonicera stephanocarpa,2137014
MW340876.1,rrn16,genomic DNA,1491,Lonicera tatarica,149131-1,Caprifoliaceae,Lonicera,tatarica,,False,Lonicera tatarica,447676
MN524606.1,16S ribosomal RNA,genomic DNA,1491,Lonicera tatarinowii,149132-1,Caprifoliaceae,Lonicera,tatarinowii,,False,Lonicera tatarinowii,1914886
NC_037953.1,rrn16,genomic DNA,1491,Lonicera tragophylla,149145-1,Caprifoliaceae,Lonicera,tragophylla,,False,Lonicera tragophylla,486689
MG738667.1,rrn16,genomic DNA,1491,Lonicera tragophylla,149145-1,Caprifoliaceae,Lonicera,tragophylla,,False,Lonicera tragophylla,486689
NC_045055.1,rrn16,genomic DNA,1491,Morina alba,319554-1,Caprifoliaceae,Morina,alba,,False,Acanthocalyx alba,179859
MN524639.1,16S ribosomal RNA,genomic DNA,1491,Morina alba,319554-1,Caprifoliaceae,Morina,alba,,False,Acanthocalyx alba,179859
MN524607.1,rrn16,genomic DNA,1491,Morina longifolia,319570-1,Caprifoliaceae,Morina,longifolia,,False,Morina longifolia,180562
NC_045046.1,16S ribosomal RNA,genomic DNA,1491,Morina longifolia,319570-1,Caprifoliaceae,Morina,longifolia,,False,Morina longifolia,180562
MW149527.1,16S ribosomal RNA,genomic DNA,1491,Nardostachys jatamansi,859418-1,Caprifoliaceae,Nardostachys,jatamansi,,True,Nardostachys jatamansi,179860
NC_054306.1,16S ribosomal RNA,genomic DNA,1491,Nardostachys jatamansi,859418-1,Caprifoliaceae,Nardostachys,jatamansi,,True,Nardostachys jatamansi,179860
MN524608.1,16S ribosomal RNA,genomic DNA,1491,Patrinia heterophylla,859444-1,Caprifoliaceae,Patrinia,heterophylla,,False,Patrinia heterophylla,180073
NC_045047.1,16S ribosomal RNA,genomic DNA,1491,Patrinia heterophylla,859444-1,Caprifoliaceae,Patrinia,heterophylla,,False,Patrinia heterophylla,180073
MG517444.1,16S ribosomal RNA,genomic DNA,1491,Patrinia saniculifolia,859465-1,Caprifoliaceae,Patrinia,saniculifolia,,False,Patrinia saniculifolia,245822
NC_036835.1,rrn16,genomic DNA,1491,Patrinia saniculifolia,859465-1,Caprifoliaceae,Patrinia,saniculifolia,,False,Patrinia saniculifolia,245822
MG517445.1,16S ribosomal RNA,genomic DNA,1491,Patrinia scabiosifolia,859466-1,Caprifoliaceae,Patrinia,scabiosifolia,,True,Patrinia scabiosifolia,300888
NC_042178.1,16S ribosomal RNA,genomic DNA,1491,Patrinia scabiosifolia,859466-1,Caprifoliaceae,Patrinia,scabiosifolia,,True,Patrinia scabiosifolia,300888
MN524610.1,16S ribosomal RNA,genomic DNA,1491,Patrinia scabra,859467-1,Caprifoliaceae,Patrinia,scabra,,False,Patrinia scabra,180074
NC_045048.1,16S ribosomal RNA,genomic DNA,1491,Patrinia scabra,859467-1,Caprifoliaceae,Patrinia,scabra,,False,Patrinia scabra,180074
MG517446.1,16S ribosomal RNA,genomic DNA,1491,Patrinia villosa,60452696-2,Caprifoliaceae,Patrinia,villosa,,False,Patrinia villosa,183944
NC_042190.1,16S ribosomal RNA,genomic DNA,1491,Patrinia villosa,60452696-2,Caprifoliaceae,Patrinia,villosa,,False,Patrinia villosa,183944
MN524616.1,16S ribosomal RNA,genomic DNA,1493,Scabiosa comosa,319797-1,Caprifoliaceae,Scabiosa,comosa,,False,Scabiosa tschiliensis,180067
MN524617.1,16S ribosomal RNA,genomic DNA,1493,Scabiosa comosa,319797-1,Caprifoliaceae,Scabiosa,comosa,,False,Scabiosa tschiliensis,180067
NC_047443.1,rrn16,genomic DNA,1491,Symphoricarpos orbiculatus,149465-1,Caprifoliaceae,Symphoricarpos,orbiculatus,,False,Symphoricarpos orbiculatus,105885
MK970589.1,16S ribosomal RNA,genomic DNA,1491,Symphoricarpos orbiculatus,149465-1,Caprifoliaceae,Symphoricarpos,orbiculatus,,False,Symphoricarpos orbiculatus,105885
MT507606.1,16S ribosomal RNA,genomic DNA,1491,Symphoricarpos sinensis,149489-1,Caprifoliaceae,Symphoricarpos,sinensis,,False,Symphoricarpos sinensis,180065
NC_054265.1,16S ribosomal RNA,genomic DNA,1491,Symphoricarpos sinensis,149489-1,Caprifoliaceae,Symphoricarpos,sinensis,,False,Symphoricarpos sinensis,180065
MG738666.1,16S ribosomal RNA,genomic DNA,1493,Triosteum pinnatifidum,149513-1,Caprifoliaceae,Triosteum,pinnatifidum,,False,Triosteum pinnatifidum,134526
NC_037952.1,rrn16,genomic DNA,1493,Triosteum pinnatifidum,149513-1,Caprifoliaceae,Triosteum,pinnatifidum,,False,Triosteum pinnatifidum,134526
NC_045051.1,16S ribosomal RNA,genomic DNA,1491,Triplostegia glandulifera,320460-1,Caprifoliaceae,Triplostegia,glandulifera,,False,Triplostegia glandulifera,59180
MN524618.1,rrn16,genomic DNA,1491,Triplostegia glandulifera,320460-1,Caprifoliaceae,Triplostegia,glandulifera,,False,Triplostegia glandulifera,59180
MN524619.1,16S ribosomal RNA,genomic DNA,1490,Valeriana officinalis,860012-1,Caprifoliaceae,Valeriana,officinalis,,False,Valeriana officinalis,19953
NC_045052.1,rrn16,genomic DNA,1490,Valeriana officinalis,860012-1,Caprifoliaceae,Valeriana,officinalis,,False,Valeriana officinalis,19953
MN524620.1,16S ribosomal RNA,genomic DNA,1491,Vesalea coriacea,77105363-1,Caprifoliaceae,Vesalea,coriacea,,False,Vesalea coriacea,1630342
MN524621.1,16S ribosomal RNA,genomic DNA,1491,Vesalea floribunda,149527-1,Caprifoliaceae,Vesalea,floribunda,,False,Abelia floribunda,761854
MN524626.1,rrn16,genomic DNA,1491,Weigela florida,150035-1,Caprifoliaceae,Weigela,florida,,False,Weigela florida,79612
MG738664.1,16S ribosomal RNA,genomic DNA,1491,Weigela florida,150035-1,Caprifoliaceae,Weigela,florida,,False,Weigela florida,79612
MN524629.1,16S ribosomal RNA,genomic DNA,1491,Zabelia biflora,150113-1,Caprifoliaceae,Zabelia,biflora,,False,Zabelia coreana,1112104
MN524627.1,16S ribosomal RNA,genomic DNA,1491,Zabelia biflora,150113-1,Caprifoliaceae,Zabelia,biflora,,False,Zabelia biflora,486693
MN524630.1,16S ribosomal RNA,genomic DNA,1491,Zabelia corymbosa,150117-1,Caprifoliaceae,Zabelia,corymbosa,,False,Zabelia corymbosa,863425
NC_046599.1,16S ribosomal RNA,genomic DNA,1491,Zabelia dielsii,150118-1,Caprifoliaceae,Zabelia,dielsii,,False,Zabelia dielsii,1112105
MK543511.1,rrn16,genomic DNA,1491,Zabelia dielsii,150118-1,Caprifoliaceae,Zabelia,dielsii,,False,Zabelia dielsii,1112105
MN524632.1,16S ribosomal RNA,genomic DNA,1491,Zabelia integrifolia,150120-1,Caprifoliaceae,Zabelia,integrifolia,,False,Zabelia integrifolia,1112106
MN524628.1,16S ribosomal RNA,genomic DNA,1491,Zabelia triflora,150126-1,Caprifoliaceae,Zabelia,triflora,,False,Zabelia buddleioides,1630346
MN524633.1,16S ribosomal RNA,genomic DNA,1491,Zabelia triflora,150126-1,Caprifoliaceae,Zabelia,triflora,,False,Zabelia triflora,86867
MN524634.1,16S ribosomal RNA,genomic DNA,1491,Zabelia tyaihyoni,150127-1,Caprifoliaceae,Zabelia,tyaihyoni,,False,Zabelia tyaihyoni,761861
MK390345.1,16S ribosomal RNA,genomic DNA,1491,Gonocaryum lobbianum,434343-1,Cardiopteridaceae,Gonocaryum,lobbianum,,False,Gonocaryum lobbianum,2545981
NC_041492.1,16S ribosomal RNA,genomic DNA,1491,Gonocaryum lobbianum,434343-1,Cardiopteridaceae,Gonocaryum,lobbianum,,False,Gonocaryum lobbianum,2545981
U76911.1,16S ribosomal RNA,genomic DNA,1563,Carica papaya,30011248-2,Caricaceae,Carica,papaya,,False,Carica papaya,3649
MN908147.1,16S ribosomal RNA,genomic DNA,1491,Silvianthus bracteatus,766426-1,Carlemanniaceae,Silvianthus,bracteatus,,False,Silvianthus bracteatus,389109
NC_047484.1,rrn16,genomic DNA,1491,Silvianthus bracteatus,766426-1,Carlemanniaceae,Silvianthus,bracteatus,,False,Silvianthus bracteatus,389109
JX663658.1,rrn16,genomic DNA,1506,Anthodiscus peruanus,828455-1,Caryocaraceae,Anthodiscus,peruanus,,False,Anthodiscus peruanus,1241919
NC_023357.1,rrn16,genomic DNA,1491,Agrostemma githago,150316-1,Caryophyllaceae,Agrostemma,githago,,False,Agrostemma githago,39848
KF527884.1,rrn16,genomic DNA,1491,Agrostemma githago,150316-1,Caryophyllaceae,Agrostemma,githago,,False,Agrostemma githago,39848
MH627219.1,16S ribosomal RNA,genomic DNA,1491,Cerastium sp.,329786-2,Caryophyllaceae,Cerastium,,,True,Cerastium arvense,271558
MN273320.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus acicularis,152808-1,Caryophyllaceae,Colobanthus,acicularis,,False,Colobanthus acicularis,2731706
NC_053724.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus acicularis,152808-1,Caryophyllaceae,Colobanthus,acicularis,,False,Colobanthus acicularis,2731706
MN273318.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus affinis,85948-3,Caryophyllaceae,Colobanthus,affinis,,False,Colobanthus affinis,1479339
NC_053722.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus affinis,85948-3,Caryophyllaceae,Colobanthus,affinis,,False,Colobanthus affinis,1479339
MF687919.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus apetalus,152811-1,Caryophyllaceae,Colobanthus,apetalus,,False,Colobanthus apetalus,308174
NC_036424.1,rrn16,genomic DNA,1491,Colobanthus apetalus,152811-1,Caryophyllaceae,Colobanthus,apetalus,,False,Colobanthus apetalus,308174
MN273317.1,rrn16,genomic DNA,1491,Colobanthus lycopodoides,152826-1,Caryophyllaceae,Colobanthus,lycopodoides,,False,Colobanthus lycopodioides,2304412
NC_053721.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus lycopodoides,152826-1,Caryophyllaceae,Colobanthus,lycopodoides,,False,Colobanthus lycopodioides,2304412
MN273316.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus nivicola,152834-1,Caryophyllaceae,Colobanthus,nivicola,,False,Colobanthus nivicola,2731702
NC_053720.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus nivicola,152834-1,Caryophyllaceae,Colobanthus,nivicola,,False,Colobanthus nivicola,2731702
NC_053719.1,rrn16,genomic DNA,1491,Colobanthus pulvinatus,152836-1,Caryophyllaceae,Colobanthus,pulvinatus,,False,Colobanthus pulvinatus,2731703
MN273315.1,rrn16,genomic DNA,1491,Colobanthus pulvinatus,152836-1,Caryophyllaceae,Colobanthus,pulvinatus,,False,Colobanthus pulvinatus,2731703
KT737383.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus quitensis,152837-1,Caryophyllaceae,Colobanthus,quitensis,,False,Colobanthus quitensis,552857
NC_028080.1,16S ribosomal RNA,genomic DNA,1491,Colobanthus quitensis,152837-1,Caryophyllaceae,Colobanthus,quitensis,,False,Colobanthus quitensis,552857
NC_053723.1,rrn16,genomic DNA,1491,Colobanthus subulatus,152842-1,Caryophyllaceae,Colobanthus,subulatus,,False,Colobanthus subulatus,1205715
MN273319.1,rrn16,genomic DNA,1491,Colobanthus subulatus,152842-1,Caryophyllaceae,Colobanthus,subulatus,,False,Colobanthus subulatus,1205715
